"sub","name","size"
"Forest Service","RAWLINGS SPECIALITY CONTRACTING LLC",989614.4
"Forest Service","MARSHFIELD FOREST SERVICE INC",983168.2
"Forest Service","PIONEER ENERGY PRODUCTS LLC",981219
"Forest Service","LEADING SOLUTIONS LLC",973807.27
"Forest Service","BULL CREEK FORESTRY INC",972996.55
"Forest Service","URBAN TRUCKING & EXCAVATION LLC",966615.28
"Forest Service","UTAH FIRE COMPANY INC",956369.71
"Forest Service","MITCHUMS CONSTRUCTION INC",954358.02
"GAO, Except Comptroller General","CENTERRA GROUP LLC",883362.67
"GAO, Except Comptroller General","CNI ADVANTAGE LLC",678247.12
"GAO, Except Comptroller General","PROQUEST LLC",554530.34
"GAO, Except Comptroller General","EMERGENT LLC",549127.89
"GAO, Except Comptroller General","NATIONAL ACADEMY OF SCIENCES",492584
"GAO, Except Comptroller General","STUART B CONSULTANTS INC",489529.08
"GAO, Except Comptroller General","FOUR LLC",485920.6
"GAO, Except Comptroller General","EPOCH CONCEPTS LLC",482079.28
"GAO, Except Comptroller General","SIGNET TECHNOLOGIES INC",450517.6
"GAO, Except Comptroller General","CDW GOVERNMENT LLC",432964.92
"General Services Administration","CARAHSOFT TECHNOLOGY CORP",928316.9
"General Services Administration","TCG INC",804706.72
"General Services Administration","DELOITTE CONSULTING LLP",734786.07
"General Services Administration","PROFESSIONAL AND SCIENTIFIC ASSOCIATES INC",658108.31
"General Services Administration","LOGISTICS MANAGEMENT INSTITUTE",641034.98
"General Services Administration","CLEARING INC THE",602015.82
"General Services Administration","XSB INC",350000
"General Services Administration","LINK SOLUTIONS INC",336996.02
"General Services Administration","NPI INC",229980
"General Services Administration","SIGNATURE RENOVATIONS LLC",219038
"Grain Inspection, Packers and Stockyards Administration","WATERS TECHNOLOGIES CORPORATION",401306.76
"Grain Inspection, Packers and Stockyards Administration","CHARM SCIENCES INC",126641.5
"Grain Inspection, Packers and Stockyards Administration","DEPARTMENT OF AGRICULTURE MISSOURI",123837.21
"Grain Inspection, Packers and Stockyards Administration","LINCOLN INSPECTION SERVICE INC",106231.2
"Grain Inspection, Packers and Stockyards Administration","MISSISSIPPI INDUSTRIES FOR THE BLIND",79991.52
"Grain Inspection, Packers and Stockyards Administration","BATTERY BACKUP POWER INC",70019.71
"Grain Inspection, Packers and Stockyards Administration","HUMAN TECHNOLOGIES CORPORATION",61711.4
"Grain Inspection, Packers and Stockyards Administration","FISHER SCIENTIFIC COMPANY LLC",59329.41
"Grain Inspection, Packers and Stockyards Administration","TOUCHPOINT INTERNATIONAL DEVELOPMENT GROUP INC",48150
"Grain Inspection, Packers and Stockyards Administration","C & S INTL - AMERICA LLC",44794
"Gulf Coast Ecosystem Restoration Council","VETERANS MANAGEMENT SERVICES INC",307019.92
"Gulf Coast Ecosystem Restoration Council","GULF OF MEXICO ALLIANCE",115279.96
"Gulf Coast Ecosystem Restoration Council","NATIONAL ASSOCIATES INC",94080
"Gulf Coast Ecosystem Restoration Council","ALTUM INCORPORATED",56542.5
"Gulf Coast Ecosystem Restoration Council","AGJ SYSTEMS & NETWORKS INC",43470
"Gulf Coast Ecosystem Restoration Council","AT&T CORP",33467.52
"Gulf Coast Ecosystem Restoration Council","CELLCO PARTNERSHIP",25838.43
"Health Resources and Services Administration","ALTARUM INSTITUTE",995147.09
"Health Resources and Services Administration","NATIONAL INSTITUTE FOR CHILDRENS HEALTH QUALITY INC",990235.38
"Health Resources and Services Administration","INTEGRITY MANAGEMENT SERVICES INC",956950
"Health Resources and Services Administration","IMMERSIVE CONCEPTS LLC",921083.51
"Health Resources and Services Administration","A P VENTURES LLC",906472.54
"Health Resources and Services Administration","JEFF MURRAYS PROGRAMMING SHOP",845588.15
"Health Resources and Services Administration","IT1 SOURCE LLC",817075.13
"Health Resources and Services Administration","HIGHLIGHT TECHNOLOGIES LLC",790251.6
"Health Resources and Services Administration","COMMUNICATION INSTITUTE INTERNATIONAL INC",781902.53
"Health Resources and Services Administration","MAYATECH CORPORATION THE",741522
"Immediate Office of the Secretary","ADVANCED CONCEPTS AND TECHNOLOGIES INTERNATIONAL LLC",691871.51
"Immediate Office of the Secretary","MERIDIEN GROUP LLC",625534.35
"Immediate Office of the Secretary","LEIDOS INC",510000
"Immediate Office of the Secretary","TROFHOLZ TECHNOLOGIES INC",439956.64
"Immediate Office of the Secretary","JDG ASSOCIATES INC",407820
"Immediate Office of the Secretary","GLOBAL RESOURCE SOLUTIONS INC",253843.2
"Immediate Office of the Secretary","ALVAREZ LLC",248722.57
"Immediate Office of the Secretary","AINS INC",224634.34
"Immediate Office of the Secretary","GRAFIK INDUSTRIES LTD",164618.7
"Immediate Office of the Secretary","TWD & ASSOCIATES INC",164401.65
"Immediate Office of the Secretary of Agriculture","BIXAL SOLUTIONS INCORPORATED",300000
"Immediate Office of the Secretary of Agriculture","ACME AUTO LEASING LLC",60930
"Immediate Office of the Secretary of Agriculture","CQ-ROLL CALL INC",19500
"Immediate Office of the Secretary of Agriculture","POLITICO LLC",19110
"Immediate Office of the Secretary of Agriculture","HON COMPANY LLC THE",14384.62
"Immediate Office of the Secretary of Agriculture","GEORGE W ALLEN CO INC",8154
"Immediate Office of the Secretary of Agriculture","UMD LODGING LLC",6051.15
"Immediate Office of the Secretary of Agriculture","MERCHANTS AUTOMOTIVE GROUP INC",5600
"Immediate Office of the Secretary of Agriculture","MID-ATLANTIC COMMUNICATIONS INC",5328
"Immediate Office of the Secretary of Agriculture","GOVERNMENT ACQUISITIONS INC",4530
"Immediate Office of the Secretary of Transportation","WORK INCORPORATED",987093.5
"Immediate Office of the Secretary of Transportation","AD & RESOURCES LLC",960806.06
"Immediate Office of the Secretary of Transportation","KGCI INC",918274.56
"Immediate Office of the Secretary of Transportation","COMPUSEARCH SOFTWARE SYSTEMS INC",911457.34
"Immediate Office of the Secretary of Transportation","CARAHSOFT TECHNOLOGY CORP",903294.19
"Immediate Office of the Secretary of Transportation","WITS SOLUTIONS INC",880941.19
"Immediate Office of the Secretary of Transportation","PULSAR INFORMATICS INC",879635
"Immediate Office of the Secretary of Transportation","LINKVISUM CONSULTING GROUP INC",862627.68
"Immediate Office of the Secretary of Transportation","DELANY SIEGEL ZORN & ASSOCIATES INC",857534
"Immediate Office of the Secretary of Transportation","DELL MARKETING LP",852076.84
"Indian Health Service","STEVENSON DESIGN INC",998923
"Indian Health Service","SUMO MEDICAL STAFFING LLC",986989.55
"Indian Health Service","ROCHE DIABETES CARE INC",976687.56
"Indian Health Service","MSI SYSTEMS CORP",970935.08
"Indian Health Service","URBAN INDIAN CENTER OF SALT LAKE",967371
"Indian Health Service","NATIVE COMMAND CONSULTING LLC",956672.35
"Indian Health Service","LAKOTA ENTERPRISES INC",951914.81
"Indian Health Service","DYNAMIC TECHNICAL BUILDING SYSTEMS INC",944435
"Indian Health Service","AHS PHARMSTAT LLC",941111.3
"Indian Health Service","JAMES VALLEY IMAGING LTD",940301
"Institute of Museum and Library Services","AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES",535865.37
"Institute of Museum and Library Services","RESEARCH TRIANGLE INSTITUTE",414678.18
"Institute of Museum and Library Services","VENTERA CORPORATION",299631.2
"Institute of Museum and Library Services","CAPITAL MEETING PLANNING INC",253665.29
"Institute of Museum and Library Services","CANTON GROUP LIMITED LIABILITY COMPANY THE",125900
"Institute of Museum and Library Services","NETSECURITY CORPORATION",112387.04
"Institute of Museum and Library Services","LEON SNEAD & CO PC",95393.7
"Institute of Museum and Library Services","SUSAN DAVIS INTERNATIONAL LTD",90559.53
"Institute of Museum and Library Services","ENCOMPASS LLC",90400
"Institute of Museum and Library Services","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",82000
"Insular Affairs","SKY BLUE BUILDERS LLC",19814.92
"Insular Affairs","KEARNS & WEST INC",-5178.24
"Inter-American Foundation","WEB TRAITS INC",752061.71
"Inter-American Foundation","INSTITUTE OF INTERNATIONAL EDUCATION INC",559522.1
"Inter-American Foundation","ROLANDO GUTIERREZ",235692
"Inter-American Foundation","FUNDACION CAPACITAR",223872
"Inter-American Foundation","C H P INTERNATIONAL INC",172607.43
"Inter-American Foundation","RHEINECK MORENO JUAN CARLOS",165000
"Inter-American Foundation","ESAIL CONSULTORIA LTDA ME",149238.66
"Inter-American Foundation","SUSANA RICAURTE",143977
"Inter-American Foundation","NORMAN HUMBERTO SAGASTUME MARTINEZ",140805.07
"Inter-American Foundation","EVALUAR CONSULTAR Y ASESORAR A LA ECONOMIA SOLIDARIA S A S",120257.65
"Internal Revenue Service","PACIFICORP",980070
"Internal Revenue Service","TRUE INFORMATION ASSURANCE LLC",973696.9
"Internal Revenue Service","ASPECT SOFTWARE INC",970219.96
"Internal Revenue Service","INTELLIGENT DECISIONS GLOBAL PROCUREMENT",959809.02
"Internal Revenue Service","AGERA ENERGY LLC",934479.37
"Internal Revenue Service","LIONBRIDGE GLOBAL SOLUTIONS II INC",930084.88
"Internal Revenue Service","THREE WIRE SYSTEMS LLC",926245.54
"Internal Revenue Service","WRIGHT BROS LLC",917133.41
"Internal Revenue Service","FORS MARSH GROUP LLC",903256.94
"Internal Revenue Service","BUSINESS MANAGEMENT ASSOCIATES INC",897852.56
"International Boundary and Water Commission: U.S.-Mexico","IDEALS-AGEISS LLC",928312
"International Boundary and Water Commission: U.S.-Mexico","STANTEC CONSULTING SERVICES INC",875995.11
"International Boundary and Water Commission: U.S.-Mexico","JIMMY CLOSNER & SONS CONSTRUCTION CO INC",857300
"International Boundary and Water Commission: U.S.-Mexico","DESERT DUMP TRUCK RENTAL INC",844150.6
"International Boundary and Water Commission: U.S.-Mexico","UNS ELECTRIC INC",840221.22
"International Boundary and Water Commission: U.S.-Mexico","GSA FINANCIAL AND PAYROLL SERVICE",594276.67
"International Boundary and Water Commission: U.S.-Mexico","DELL MARKETING LP",515816.8
"International Boundary and Water Commission: U.S.-Mexico","ENVIRONMENTAL OPERATING SOLUTIONS INC",440600
"International Boundary and Water Commission: U.S.-Mexico","FEDERAL CONTRACTS CORP",354721.88
"International Boundary and Water Commission: U.S.-Mexico","AITHERAS LLC",354589.55
"International Trade Administration","ACCENTURE FEDERAL SERVICES LLC",888290
"International Trade Administration","CARAHSOFT TECHNOLOGY CORP",721507.24
"International Trade Administration","PANUM TELECOM LLC",569914.51
"International Trade Administration","THUNDERCAT TECHNOLOGY LLC",555419.89
"International Trade Administration","ADVANCED DECISION VECTORS LLC",528103.71
"International Trade Administration","IHS GLOBAL INC",485990
"International Trade Administration","CELLCO PARTNERSHIP",477004.68
"International Trade Administration","TFC CONSULTING INC",464259.14
"International Trade Administration","CARTRIDGE TECHNOLOGIES INC",453223
"International Trade Administration","MADISON HOSPITALITY SERVICES LLC",417381.98
"International Trade Commission","COLONIAL PARKING INC",748287.36
"International Trade Commission","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",689419.4
"International Trade Commission","MCP COMPUTER PRODUCTS INC",507158.25
"International Trade Commission","AGILITY ONE",338184.6
"International Trade Commission","BUREAU VAN DIJK ELECTRONIC PUBLISHING INC",324450
"International Trade Commission","COMPUSEARCH SOFTWARE SYSTEMS INC",252954.34
"International Trade Commission","GOLDEN KEY GROUP LLC",214035.84
"International Trade Commission","MINBURN TECHNOLOGY GROUP LLC",200764.71
"International Trade Commission","PANAMERICA COMPUTERS INC",183741.35
"International Trade Commission","ABM FEDERAL SALES INC",173128.29
"Joint House and Senate Entities","GENERAL DYNAMICS MISSION SYSTEMS INC",89575
"Joint House and Senate Entities","SIXT GMBH & CO AUTOVERMIETUNG KG",39490.63
"Joint House and Senate Entities","MISCELLANEOUS FOREIGN AWARDEES",4701.79
"Joint Improvised Explosive Device Defeat Organization","OMNIVOX LLC",-226905.35
"Library of Congress","MISCELLANEOUS FOREIGN AWARDEES",343478.68
"Library of Congress","STAR PRINT O BIND",25581.49
"Library of Congress","RED ORANGE NORTH AMERICA INC",18537
"Library of Congress","GOVCONNECTION INC",12269.46
"Library of Congress","CQ-ROLL CALL INC",2500
"Library of Congress","DUN & BRADSTREET INC",2500
"Library of Congress","EBSCO INDUSTRIES INC",2500
"Library of Congress","GARTNER INC",2500
"Library of Congress","PETERSONS LLC",2500
"Library of Congress","PROQUEST LLC",2500
"Maritime Administration","ISS ACTION INC",962509.18
"Maritime Administration","ENTERGY LOUISIANA LLC",915170
"Maritime Administration","WORKPRO LLC",844456.8
"Maritime Administration","3MC MOBILE & MECHANICAL REPAIR LLC",840000
"Maritime Administration","AMERICAN BUREAU OF SHIPPING",839017.19
"Maritime Administration","ENTERGY TEXAS INC",832719.72
"Maritime Administration","ALLIANCE MARINE",810784.52
"Maritime Administration","GENCO GENERAL CONTRACTORS OF PUERTO RICO CORP",801364.54
"Maritime Administration","SPERRY OCEAN DOCK LTD",791300
"Maritime Administration","ERA HELICOPTERS LLC",785541.27
"Merit Systems Protection Board","WEST PUBLISHING CORPORATION",372984.48
"Merit Systems Protection Board","IGNYTE GROUP INC",346807
"Merit Systems Protection Board","SHI INTERNATIONAL CORP",163319.21
"Merit Systems Protection Board","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",125000
"Merit Systems Protection Board","CARAHSOFT TECHNOLOGY CORP",123737.94
"Merit Systems Protection Board","KATOR PARKS WEISER & HARRIS PLLC",100000
"Merit Systems Protection Board","ESCRIBERS LLC",98595
"Merit Systems Protection Board","GLOWPOINT INC",98591.36
"Merit Systems Protection Board","CAPITAL REPORTING COMPANY",93549.36
"Merit Systems Protection Board","PROGRESSIVE LIFE CENTER",77444.6
"Millennium Challenge Corporation","CH2M HILL INC",989085.14
"Millennium Challenge Corporation","KEARNEY & COMPANY PC",958375.84
"Millennium Challenge Corporation","WASHINGTON BUSINESS DYNAMICS LLC",802928
"Millennium Challenge Corporation","ABBA TECHNOLOGIES INC",781978
"Millennium Challenge Corporation","ALVAREZ LLC",742317
"Millennium Challenge Corporation","CBRE INC",725000.12
"Millennium Challenge Corporation","SSG-ADVISORS LLC",718067.16
"Millennium Challenge Corporation","AT&T MOBILITY LLC",679600
"Millennium Challenge Corporation","ANTEA USA INC",651247.13
"Millennium Challenge Corporation","CPCS TRANSCOM LIMITED",640550
"Mine Safety and Health Administration","M&M MANAGEMENT SERVICES INC",882716.69
"Mine Safety and Health Administration","CDW GOVERNMENT LLC",693751.57
"Mine Safety and Health Administration","DATAWIZ CORPORATION",641302.98
"Mine Safety and Health Administration","TSI INCORPORATED",627608.32
"Mine Safety and Health Administration","AMERICAN ELECTRIC POWER COMPANY INC",623442.62
"Mine Safety and Health Administration","CONSOLIDATED EDISON SOLUTIONS INC",591186.76
"Mine Safety and Health Administration","ALL-PRO PLACEMENT SERVICE INC",538451.99
"Mine Safety and Health Administration","REPAINTEX COMPANY",462635.76
"Mine Safety and Health Administration","FOUR POINTS TECHNOLOGY LLC",419237.83
"Mine Safety and Health Administration","HICAPS INC",386094.55
"Minority Business Development Agency","MACLOVIA LLC",449955.91
"Minority Business Development Agency","ISOM EVENTS LLC",383679.96
"Minority Business Development Agency","FEDBIZ IT SOLUTIONS LLC",353753.8
"Minority Business Development Agency","NATIONAL MINORITY SUPPLIER DEVELOPMENT COUNCIL INC NMSCD",301052.6
"Minority Business Development Agency","EVENT PLANNING GROUP LLC THE",250000
"Minority Business Development Agency","PROFESSIONAL AND SCIENTIFIC ASSOCIATES INC",195000
"Minority Business Development Agency","DODGE DATA & ANALYTICS LLC",98412.53
"Minority Business Development Agency","TRIDENT TECHNICAL SOLUTIONS LLC",89899.2
"Minority Business Development Agency","MARK G ANDERSON CONSULTANTS INC",89335.21
"Minority Business Development Agency","ADVANCED DECISION VECTORS LLC",75187.2
"Missile Defense Agency","OPTIMIZATION TECHNOLOGIES INC",999717.4
"Missile Defense Agency","NOVATEUR RESEARCH SOLUTIONS LLC",999514.16
"Missile Defense Agency","PROTECTION ENGINEERING CONSULTANTS LLC",998320.37
"Missile Defense Agency","NOETIC STRATEGIES INC",988021.61
"Missile Defense Agency","BLACK RIVER SYSTEMS COMPANY INC",984580.79
"Missile Defense Agency","ROBERT A RICHWINE LLC",919680
"Missile Defense Agency","EPOCH CONCEPTS LLC",915412.26
